"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"818",818,20,"RL",13265,"IR1","CulDSac","Mitchel","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CemntBd","CmentBd","BrkFace",148,"Gd","TA","PConc","Gd","No","GLQ",1218,350,1568,"Ex","Y","SBrkr",1689,0,1689,1,0,2,0,3,"Gd",7,2,"Attchd","RFn",3,857,"Y",150,59,7,2008,"WD","Normal",271000
"819",819,80,"RL",8816,"Reg","Inside","ClearCr","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","TA","Av","GLQ",504,506,1010,"Gd","Y","SBrkr",1052,0,1052,1,0,1,0,3,"TA",6,0,"Attchd","Unf",2,440,"Y",0,0,6,2010,"WD","Normal",155000
"820",820,120,"RL",6371,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","VinylSd","VinylSd","Stone",128,"Gd","TA","PConc","Gd","Mn","GLQ",733,625,1358,"Ex","Y","SBrkr",1358,0,1358,1,0,2,0,2,"Gd",6,1,"Attchd","RFn",2,484,"Y",192,35,6,2010,"New","Partial",224000
"821",821,60,"RL",7226,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,798,798,"Ex","Y","SBrkr",798,842,1640,0,0,2,1,3,"Gd",6,0,"Attchd","RFn",2,595,"Y",0,45,6,2008,"WD","Normal",183000
"822",822,20,"RM",6000,"Reg","Inside","OldTown","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","Fa","No","Unf",0,936,936,"TA","N","SBrkr",936,0,936,0,0,1,0,2,"TA",4,0,"Detchd","Unf",2,576,"Y",0,32,2,2009,"WD","Normal",93000
"823",823,60,"RL",12394,"IR1","Corner","Gilbert","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Unf",0,847,847,"Ex","Y","SBrkr",847,886,1733,0,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,433,"Y",100,48,10,2007,"WD","Family",225000
"824",824,50,"RL",9900,"Reg","Inside","SWISU","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,778,778,"TA","Y","SBrkr",944,545,1489,0,0,2,0,3,"TA",7,1,"Detchd","Unf",1,240,"Y",335,0,7,2009,"WD","Normal",139500
"825",825,20,"FV",11216,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,1489,1489,"Ex","Y","SBrkr",1489,0,1489,0,0,2,0,3,"Gd",7,1,"Attchd","RFn",2,776,"Y",0,140,6,2006,"New","Partial",232600
"826",826,20,"RL",14803,"Reg","Inside","NridgHt","PosN","1Fam","1Story",10,5,2007,2008,"Hip","CemntBd","CmentBd","BrkFace",816,"Ex","TA","PConc","Ex","Av","GLQ",1636,442,2078,"Ex","Y","SBrkr",2084,0,2084,1,0,2,0,2,"Ex",7,1,"Attchd","Fin",3,1220,"Y",188,45,6,2008,"New","Partial",385000
"827",827,45,"RM",6130,"Reg","Inside","BrkSide","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","ALQ",784,0,784,"Gd","Y","SBrkr",784,0,784,1,0,1,0,2,"Gd",5,0,"Attchd","Unf",0,0,"Y",0,0,5,2008,"WD","Normal",109500
"828",828,20,"RL",8529,"IR1","Inside","SawyerW","Norm","1Fam","1Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",20,1434,1454,"Ex","Y","SBrkr",1434,0,1434,0,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,527,"Y",290,39,4,2009,"WD","Normal",189000
"829",829,60,"RL",28698,"IR2","CulDSac","ClearCr","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Plywood","Plywood","None",0,"TA","TA","PConc","TA","Gd","LwQ",249,0,1013,"TA","Y","SBrkr",1160,966,2126,0,1,2,1,3,"TA",7,0,"Attchd","Fin",2,538,"Y",486,0,6,2009,"WD","Abnorml",185000
"830",830,160,"FV",2544,"Reg","Inside","Somerst","Norm","Twnhs","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,600,600,"Ex","Y","SBrkr",520,623,1223,0,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,480,"Y",0,166,7,2006,"WD","Normal",147400
"831",831,20,"RL",11900,"IR1","Corner","NAmes","Norm","1Fam","1Story",6,5,1957,1957,"Gable","HdBoard","HdBoard","BrkFace",387,"TA","TA","CBlock","TA","No","Rec",1040,352,1392,"TA","Y","FuseA",1392,0,1392,1,0,1,1,3,"TA",6,2,"Attchd","RFn",2,458,"Y",0,0,6,2008,"WD","Normal",166000
"832",832,160,"FV",3180,"Reg","Inside","Somerst","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,600,600,"Ex","Y","SBrkr",520,600,1200,0,0,2,1,2,"Gd",4,0,"Detchd","RFn",2,480,"Y",0,166,6,2006,"WD","Normal",151000
"833",833,60,"RL",9548,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",7,6,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",223,"Gd","TA","PConc","Gd","No","GLQ",483,458,941,"Ex","Y","SBrkr",941,888,1829,1,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,613,"Y",192,39,1,2010,"WD","Normal",237000
"834",834,20,"RL",10004,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1964,1964,"Gable","HdBoard","Plywood","BrkFace",180,"TA","TA","CBlock","TA","No","Rec",196,975,1516,"TA","Y","SBrkr",1516,0,1516,0,0,1,1,3,"TA",6,0,"Attchd","RFn",2,472,"Y",0,0,2,2009,"WD","Normal",167000
"835",835,20,"RL",7875,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1961,1961,"Gable","VinylSd","VinylSd","BrkFace",136,"TA","TA","CBlock","TA","No","Rec",572,572,1144,"Gd","Y","SBrkr",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd","Unf",2,456,"Y",0,0,9,2008,"WD","Normal",139950
"836",836,20,"RL",9600,"Reg","Inside","Sawyer","Norm","1Fam","1Story",4,7,1950,1995,"Gable","VinylSd","HdBoard","None",0,"TA","TA","CBlock","Gd","No","BLQ",442,625,1067,"TA","Y","SBrkr",1067,0,1067,0,0,2,0,2,"Gd",4,0,"Attchd","Unf",2,436,"Y",290,0,2,2010,"WD","Normal",128000
"837",837,30,"RM",8100,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1948,1973,"Gable","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","No","Rec",338,1221,1559,"Gd","Y","SBrkr",1559,0,1559,1,0,1,0,2,"TA",5,0,"Detchd","Unf",2,812,"Y",0,116,6,2007,"COD","Normal",153500
"838",838,160,"RM",1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard","BrkFace",158,"TA","TA","CBlock","TA","No","BLQ",330,153,483,"TA","Y","SBrkr",483,504,987,1,0,1,1,2,"TA",5,0,"Detchd","Unf",1,264,"Y",0,0,11,2008,"WD","Normal",100000
"839",839,20,"RL",9525,"Reg","Inside","CollgCr","Norm","1Fam","1Story",5,6,1995,2006,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,1099,1099,"Ex","Y","SBrkr",1099,0,1099,0,0,1,1,3,"Gd",6,0,"Attchd","Unf",1,352,"Y",278,0,6,2008,"WD","Normal",144000
"840",840,50,"RL",11767,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",352,416,768,"Ex","Y","SBrkr",768,432,1200,0,0,1,0,3,"TA",6,0,"Detchd","Unf",1,240,"Y",0,0,5,2008,"WD","Normal",130500
"841",841,70,"RH",12155,"IR1","Inside","SWISU","Norm","1Fam","2Story",6,8,1925,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","BLQ",156,516,672,"TA","N","SBrkr",810,672,1482,0,0,2,0,4,"Fa",7,0,"Detchd","Unf",1,400,"P",0,0,3,2008,"WD","Normal",140000
"842",842,70,"RM",10440,"Reg","Inside","OldTown","Norm","1Fam","2Story",5,8,1904,2002,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","No","Unf",0,650,650,"Gd","Y","SBrkr",958,581,1539,0,0,2,0,3,"Gd",8,1,"Detchd","Unf",2,686,"P",70,78,6,2008,"WD","Normal",157500
"843",843,80,"RL",9020,"Reg","Inside","NAmes","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","HdBoard","HdBoard","BrkFace",183,"TA","TA","CBlock","TA","Gd","Rec",312,276,1127,"TA","Y","SBrkr",1165,0,1165,1,0,1,1,3,"TA",6,0,"Attchd","RFn",2,490,"Y",0,129,5,2008,"WD","Normal",174900
"844",844,90,"RL",8000,"Reg","Corner","NAmes","Artery","Duplex","1Story",5,4,1961,1961,"Gable","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","No","Unf",0,1800,1800,"Ex","N","SBrkr",1800,0,1800,0,0,2,0,6,"TA",10,0,"Attchd","Unf",0,0,"Y",0,0,7,2007,"WD","Normal",141000
"845",845,50,"RM",12665,"IR1","Inside","OldTown","Artery","1Fam","1.5Fin",5,8,1915,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Mn","Unf",0,876,876,"Gd","Y","SBrkr",876,540,1416,0,0,1,1,4,"TA",7,1,"Detchd","Unf",3,720,"Y",418,0,6,2008,"WD","Normal",153900
"846",846,85,"RL",16647,"IR1","CulDSac","Sawyer","RRAe","1Fam","SFoyer",5,5,1975,1981,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","ALQ",1390,0,1390,"TA","Y","SBrkr",1701,0,1701,1,0,2,0,3,"TA",6,2,"Basment","Fin",2,611,"Y",0,0,1,2007,"WD","Normal",171000
"847",847,60,"RL",9317,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,1993,"Gable","HdBoard","HdBoard","BrkFace",137,"Gd","TA","PConc","Gd","No","ALQ",513,227,740,"Ex","Y","SBrkr",1006,769,1775,1,0,2,1,3,"Gd",7,1,"Attchd","Unf",2,425,"Y",234,72,7,2009,"WD","Normal",213000
"848",848,20,"RL",15523,"IR1","CulDSac","CollgCr","Norm","1Fam","1Story",5,6,1972,1972,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Av","BLQ",460,404,864,"Ex","Y","SBrkr",864,0,864,1,0,1,0,3,"TA",5,1,"Attchd","Unf",1,338,"Y",0,0,8,2009,"WD","Normal",133500
"849",849,50,"RL",45600,"IR2","Inside","ClearCr","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","Unf",0,907,907,"TA","Y","SBrkr",1307,1051,2358,0,0,3,0,5,"TA",10,1,"Detchd","Unf",2,360,"Y",486,40,9,2008,"WD","Normal",240000
"850",850,80,"RL",9600,"Reg","FR2","Veenker","Feedr","1Fam","SLvl",6,7,1976,1994,"Hip","Plywood","Plywood","BrkFace",360,"Gd","Gd","CBlock","TA","No","Unf",0,528,528,"Ex","Y","SBrkr",1094,761,1855,0,0,2,1,3,"TA",7,1,"Attchd","RFn",2,512,"Y",113,100,8,2007,"WD","Normal",187000
"851",851,120,"RM",4435,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","Av","GLQ",659,189,848,"Ex","Y","SBrkr",848,0,848,1,0,1,0,1,"Gd",3,0,"Attchd","Fin",2,420,"Y",140,0,11,2007,"WD","Normal",131500
"852",852,120,"RL",3196,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","Gd","Unf",0,1273,1273,"Ex","Y","SBrkr",1456,0,1456,0,0,2,0,2,"Gd",7,1,"Attchd","Fin",2,400,"Y",143,20,5,2006,"WD","Normal",215000
"853",853,75,"RL",7128,"Reg","Inside","Crawfor","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","Rec",364,554,918,"Gd","Y","SBrkr",918,728,1646,0,0,2,0,4,"TA",7,2,"Detchd","Unf",1,240,"Y",0,0,8,2007,"WD","Normal",164000
"854",854,80,"RL",12095,"IR1","Corner","NAmes","Norm","1Fam","SLvl",6,6,1964,1964,"Gable","MetalSd","HdBoard","BrkFace",115,"TA","Gd","CBlock","TA","Gd","Rec",564,563,1127,"TA","Y","SBrkr",1445,0,1445,0,0,1,1,3,"TA",7,1,"Attchd","RFn",2,645,"Y",180,0,8,2009,"WD","Normal",158000
"855",855,20,"RL",17920,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,4,1955,1974,"Hip","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","Mn","ALQ",306,372,1763,"TA","Y","SBrkr",1779,0,1779,1,0,1,1,3,"TA",6,1,"Attchd","Unf",2,454,"Y",0,418,7,2006,"WD","Abnorml",170000
"856",856,20,"RL",6897,"IR1","Corner","Sawyer","Norm","1Fam","1Story",5,8,1962,2010,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","No","ALQ",659,381,1040,"Ex","Y","SBrkr",1040,0,1040,1,0,1,1,3,"TA",6,0,"Detchd","Unf",1,260,"Y",0,104,4,2010,"WD","Normal",127000
"857",857,80,"RL",10970,"IR1","Inside","CollgCr","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","Plywood","HdBoard","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",505,0,940,"TA","Y","SBrkr",1026,0,1026,1,0,1,0,3,"TA",5,0,"Detchd","Unf",2,576,"Y",0,0,10,2008,"WD","Normal",147000
"858",858,60,"RL",8125,"Reg","Inside","Gilbert","Norm","1Fam","2Story",6,5,1994,1995,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","No","Unf",0,702,702,"Gd","Y","SBrkr",702,779,1481,0,0,2,1,3,"TA",6,1,"Attchd","Fin",2,343,"Y",0,36,3,2009,"WD","Normal",174000
"859",859,20,"RL",10400,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",189,"TA","TA","CBlock","Gd","No","Unf",0,1090,1090,"TA","Y","SBrkr",1370,0,1370,0,0,2,0,3,"TA",6,1,"Attchd","RFn",2,479,"Y",0,0,6,2009,"WD","Family",152000
"860",860,60,"RL",11029,"IR1","Corner","NWAmes","PosA","1Fam","2Story",6,7,1968,1984,"Gable","HdBoard","HdBoard","BrkFace",220,"TA","TA","CBlock","TA","Mn","BLQ",619,435,1054,"TA","Y","SBrkr",1512,1142,2654,1,0,2,1,4,"Gd",9,1,"Attchd","Unf",2,619,"Y",0,65,8,2006,"WD","Normal",250000
"861",861,50,"RL",7642,"Reg","Corner","Crawfor","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","No","Unf",0,912,912,"Gd","Y","SBrkr",912,514,1426,0,0,1,1,3,"Gd",7,1,"Detchd","Unf",1,216,"Y",0,240,6,2007,"WD","Normal",189950
"862",862,190,"RL",11625,"Reg","Inside","Sawyer","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","Plywood","HdBoard","None",0,"TA","TA","PConc","TA","Mn","BLQ",841,198,1039,"Ex","Y","SBrkr",1039,0,1039,1,0,1,1,3,"TA",6,0,"Attchd","Unf",2,504,"Y",0,0,4,2010,"WD","Normal",131500
"863",863,20,"RL",9672,"Reg","Corner","SawyerW","Norm","1Fam","1Story",6,5,1984,1985,"Hip","HdBoard","Plywood","None",0,"TA","TA","PConc","Gd","No","GLQ",338,702,1040,"TA","Y","SBrkr",1097,0,1097,0,0,2,0,3,"TA",6,0,"Attchd","Unf",2,480,"Y",0,0,5,2010,"WD","Normal",152000
"864",864,20,"RL",7931,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1959,1959,"Hip","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","No","BLQ",1148,0,1148,"TA","Y","SBrkr",1148,0,1148,1,0,1,0,3,"TA",6,0,"Attchd","Unf",1,672,"Y",0,0,7,2009,"WD","Normal",132500
"865",865,20,"FV",8640,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2007,2008,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","No","Unf",0,1372,1372,"Ex","Y","SBrkr",1372,0,1372,0,0,2,0,3,"Gd",6,0,"Attchd","Fin",2,529,"Y",0,140,5,2008,"New","Partial",250580
"866",866,20,"RL",8750,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,6,1970,1970,"Gable","MetalSd","MetalSd","BrkFace",76,"TA","TA","CBlock","TA","No","BLQ",828,174,1002,"TA","Y","SBrkr",1002,0,1002,1,0,1,0,3,"TA",5,0,"Detchd","Unf",2,902,"Y",0,0,8,2009,"WD","Normal",148500
"867",867,20,"RL",10656,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",274,"Gd","TA","PConc","Gd","Av","Unf",0,1638,1638,"Ex","Y","SBrkr",1646,0,1646,0,0,2,0,3,"Gd",6,1,"Attchd","RFn",3,870,"Y",192,80,11,2007,"New","Partial",248900
"868",868,20,"RL",6970,"Reg","Corner","Sawyer","Feedr","1Fam","1Story",4,5,1961,1961,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","ALQ",932,108,1040,"TA","Y","SBrkr",1120,0,1120,1,0,1,1,3,"Fa",5,0,"Attchd","RFn",2,544,"Y",168,0,5,2007,"WD","Normal",129000
"869",869,60,"RL",14762,"IR2","Corner","Gilbert","Feedr","1Fam","2Story",5,6,1948,1950,"Gable","Plywood","Plywood","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"Gd","Y","SBrkr",1547,720,2320,0,0,2,0,2,"TA",7,1,"Attchd","Unf",2,672,"P",120,144,5,2006,"WD","Normal",169000
"870",870,60,"RL",9938,"Reg","Inside","SawyerW","Norm","1Fam","2Story",7,5,1993,1994,"Gable","MetalSd","MetalSd","BrkFace",246,"Gd","TA","PConc","Gd","No","GLQ",750,300,1050,"Ex","Y","SBrkr",1062,887,1949,1,0,2,1,3,"Gd",8,1,"Attchd","Fin",2,574,"Y",156,90,6,2010,"WD","Normal",236000
"871",871,20,"RL",6600,"Reg","Inside","NAmes","PosN","1Fam","1Story",5,5,1962,1962,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Unf",0,894,894,"Gd","N","SBrkr",894,0,894,0,0,1,0,2,"TA",5,0,"Detchd","Unf",1,308,"Y",0,0,8,2009,"WD","Normal",109500
"872",872,60,"RL",8750,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",116,"TA","TA","PConc","Gd","No","GLQ",505,299,804,"Ex","Y","SBrkr",804,878,1682,0,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,523,"Y",0,77,6,2010,"WD","Normal",200500
"873",873,20,"RL",8892,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,7,1953,1996,"Gable","WdShing","Wd Shng","None",0,"Gd","TA","Stone","TA","Av","Unf",0,105,105,"Gd","Y","SBrkr",910,0,910,0,0,1,0,3,"Gd",5,0,"Attchd","Unf",2,414,"Y",196,0,10,2008,"WD","Normal",116000
"874",874,40,"RL",12144,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1949,1950,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","TA","No","Rec",375,457,832,"Gd","Y","SBrkr",1036,0,1268,0,0,1,0,3,"TA",6,1,"Attchd","Unf",1,288,"Y",0,28,9,2009,"WD","Normal",133000
"875",875,50,"RM",5720,"Reg","Inside","OldTown","Artery","1Fam","1.5Fin",5,6,1941,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Unf",0,676,676,"Ex","Y","SBrkr",676,455,1131,0,0,1,1,3,"TA",5,0,"Detchd","Unf",1,200,"Y",26,0,8,2009,"WD","Abnorml",66500
"876",876,60,"FV",9000,"Reg","Inside","Somerst","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",64,1120,1184,"Ex","Y","SBrkr",1184,1426,2610,0,0,2,1,4,"Ex",11,1,"BuiltIn","Fin",2,550,"Y",208,364,8,2007,"New","Partial",303477
"877",877,20,"RL",25286,"Reg","Inside","Mitchel","Norm","1Fam","1Story",4,5,1963,1963,"Gable","HdBoard","Plywood","None",0,"TA","TA","PConc","TA","Gd","ALQ",633,431,1064,"Gd","Y","SBrkr",1040,0,1040,1,0,1,0,3,"TA",5,0,"Attchd","Unf",2,648,"Y",0,0,1,2007,"WD","Normal",132250
"878",878,60,"RL",8834,"Reg","Inside","NridgHt","Norm","1Fam","2Story",9,5,2004,2005,"Hip","VinylSd","VinylSd","Stone",216,"Gd","TA","PConc","Ex","No","GLQ",1170,292,1462,"Ex","Y","SBrkr",1462,762,2224,1,0,2,1,4,"Ex",10,1,"Attchd","Fin",3,738,"Y",184,0,6,2009,"WD","Normal",350000
"879",879,85,"RL",11782,"IR1","Inside","Sawyer","Norm","1Fam","SFoyer",5,7,1961,1995,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Av","ALQ",899,210,1109,"TA","Y","SBrkr",1155,0,1155,1,0,1,0,3,"Gd",6,0,"Detchd","Unf",2,576,"Y",192,0,6,2010,"WD","Normal",148000
"880",880,20,"RL",7000,"IR1","CulDSac","CollgCr","Norm","1Fam","1Story",5,8,1978,2005,"Gable","VinylSd","VinylSd","BrkFace",90,"Gd","Gd","CBlock","TA","No","ALQ",646,218,864,"Ex","Y","SBrkr",864,0,864,1,0,1,0,3,"TA",6,0,"Attchd","Unf",1,336,"Y",0,0,7,2009,"WD","Normal",136500
"881",881,20,"RL",7024,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","No","ALQ",980,110,1090,"Gd","Y","SBrkr",1090,0,1090,1,0,1,1,2,"TA",5,0,"Attchd","Fin",2,450,"Y",0,49,6,2007,"WD","Normal",157000
"882",882,50,"RL",13758,"IR1","CulDSac","Timber","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","Mn","LwQ",902,254,1156,"Ex","Y","SBrkr",1187,530,1717,0,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,400,"Y",168,36,4,2007,"WD","Normal",187500
"883",883,60,"RL",9636,"IR1","Corner","Gilbert","Norm","1Fam","2Story",6,5,1992,1993,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","No","Unf",0,808,808,"Gd","Y","SBrkr",808,785,1593,0,0,2,1,3,"TA",7,1,"BuiltIn","RFn",2,389,"Y",342,40,12,2009,"WD","Normal",178000
"884",884,75,"RL",6204,"Reg","Inside","SWISU","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","No","Unf",0,795,795,"TA","N","SBrkr",954,795,2230,1,0,1,0,5,"TA",10,0,"Detchd","Unf",1,440,"Y",0,188,3,2006,"WD","Normal",118500
"885",885,20,"RL",7150,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1967,1967,"Gable","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","No","BLQ",432,460,892,"TA","Y","SBrkr",892,0,892,0,0,1,0,3,"TA",5,0,"Attchd","RFn",1,288,"Y",0,0,7,2009,"WD","Normal",100000
"886",886,120,"FV",5119,"IR1","CulDSac","Somerst","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","Av","GLQ",1238,460,1698,"Ex","Y","SBrkr",1709,0,1709,1,0,2,0,2,"Gd",5,1,"Attchd","Fin",2,506,"Y",97,65,1,2008,"CWD","Abnorml",328900
"887",887,90,"RL",8393,"Reg","Corner","NAmes","Norm","Duplex","1Story",5,5,1959,2005,"Gable","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","No","LwQ",528,1098,1626,"Ex","Y","SBrkr",1712,0,1712,0,0,2,0,4,"TA",8,0,"Attchd","Fin",2,588,"Y",272,54,6,2006,"WD","Family",145000
"888",888,50,"RL",16466,"IR1","Inside","Edwards","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","No","Unf",0,816,816,"TA","Y","SBrkr",872,521,1393,0,0,1,1,3,"TA",8,0,"Attchd","Unf",1,300,"Y",121,0,4,2008,"WD","Normal",135500
"889",889,20,"RL",15865,"IR1","Inside","NAmes","Norm","1Fam","1Story",8,6,1970,1970,"Flat","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","Gd","ALQ",351,1043,2217,"Ex","Y","SBrkr",2217,0,2217,1,0,2,0,4,"Gd",8,1,"Attchd","Unf",2,621,"Y",81,207,10,2007,"WD","Normal",268000
"890",890,20,"RL",12160,"Reg","Inside","NAmes","Feedr","1Fam","1Story",6,4,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",90,"TA","TA","CBlock","TA","No","BLQ",1024,481,1505,"Ex","Y","SBrkr",1505,0,1505,1,0,1,0,2,"TA",6,1,"Attchd","RFn",2,505,"Y",0,0,2,2009,"WD","Normal",149500
"891",891,50,"RL",8064,"Reg","Corner","NAmes","Artery","1Fam","1.5Fin",5,7,1949,2006,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","Mn","Unf",0,672,672,"Ex","Y","SBrkr",672,252,924,0,0,1,0,3,"TA",6,1,"Detchd","Unf",2,576,"Y",0,0,7,2007,"WD","Normal",122900
